data_referencia;valor_brl;variacao_diaria_pct;valor_usd;local;data_extracao
2025-10-16;0.0;0.0;-100.0;Precoce;2026-03-23 10:06:36
2025-10-15;0.0;0.0;-100.0;Precoce;2026-03-23 10:06:36
2025-10-14;0.0;0.0;-100.0;Precoce;2026-03-23 10:06:36
2025-10-13;0.0;-100.0;-100.0;Precoce;2026-03-23 10:06:36
2025-10-10;50.25;0.0;1.17;Precoce;2026-03-23 10:06:36
2025-10-09;50.25;0.0;1.17;Precoce;2026-03-23 10:06:36
2025-10-08;50.25;0.0;1.17;Precoce;2026-03-23 10:06:36
2025-10-07;50.25;0.0;1.17;Precoce;2026-03-23 10:06:36
2025-10-06;50.25;1.17;1.17;Precoce;2026-03-23 10:06:36
2025-10-03;49.67;0.0;0.0;Precoce;2026-03-23 10:06:36
2025-10-02;49.67;0.0;0.0;Precoce;2026-03-23 10:06:36
2025-10-01;49.67;0.0;0.0;Precoce;2026-03-23 10:06:36
2025-09-30;49.67;0.0;6.98;Precoce;2026-03-23 10:06:36
2025-09-29;49.67;-0.66;6.98;Precoce;2026-03-23 10:06:36
2025-09-26;50.0;0.0;7.69;Precoce;2026-03-23 10:06:36
